,Description,Price,Sq_feet
2702,1 Bedroom Independent House for rent in Kondapur,10500,650
2703,1 Bedroom Independent House for rent in Kondapur,10500,650
2704,2 Bedroom Independent House for rent in Attapur,12000,1000
2705,2 BHK Residential Apartment for rent in Lane 9,16500,1000
2706,2 BHK Residential Apartment for rent in Gachibowli,18000,1500
2707,2 BHK Residential Apartment for rent in Chandanagar,15000,1000
2708,3 BHK Residential Apartment for rent in Kondapur,30000,2025
2709,3 Bedroom Independent House for rent in srila park pride kukatpally,22000,2400
2710,"1 Bedroom Independent House for rent in Near Ayyapa Temple, Splendor Apartment Road",6000,500
2711,3 BHK Residential Apartment for rent in Neknampur,30000,2025
2712,2 BHK Residential Apartment for rent in ameenpur,11500,1100
2713,2 Bedroom Independent House for rent in Bhel,10000,1000
2714,2 BHK Residential Apartment for rent in Bagh Amberpet,20000,1000
2715,"2 Bedroom Independent House for rent in bhel, mac society",12000,1300
2716,2 BHK Independent Builder Floor for rent in Pragathi nagar,14000,1300
2717,"2 BHK Independent Builder Floor for rent in Anand Nagar colony, Malakpet",14000,1050
2718,3 BHK Residential Apartment for rent in Bandlaguda,23000,1500
2719,2 Bedroom Independent House for rent in AS Rao Nagar,13500,1000
2720,2 BHK Residential Apartment for rent in BHEL National Highway,1.2,900
2721,2 BHK Residential Apartment for rent in Appa Junction,22000,1310
2722,1 BHK Independent Builder Floor for rent in Balanagar Meeseva,5500,315
2723,3 Bedroom Independent House for rent in Ameenpur,15000,1500
2724,3 BHK Residential Apartment for rent in Gachibowli,26000,1490
2725,2 BHK Independent Builder Floor for rent in Sriram nagar colony,9000,810
2726,3 BHK Independent Builder Floor for rent in Sudharshan Nagar,18000,1600
2727,3 BHK Residential Apartment for rent in Kondapur,27000,2020
2728,2 BHK Residential Apartment for rent in New Gayatri Nagar,12000,1275
2729,2 BHK Residential Apartment for rent in New Gayatri Nagar,12000,1275
2730,"2 Bedroom Independent House for rent in BSR Colony, Patelguda",10000,1170
2731,3 BHK Independent Builder Floor for rent in Nanakramguda,35000,1850
2732,2 BHK Residential Apartment for rent in Kondapur,1.4,1205
2733,3 BHK Residential Apartment for rent in Road No 5L,18000,1430
2734,1 Bedroom Independent House for rent in Chengincherla,5100,600
2735,3 BHK Residential Apartment for rent in Neknampur,25000,1783
2736,3 BHK Residential Apartment for rent in Kondapur,25000,1400
2737,2 Bedroom Independent House for rent in Road no.12,10000,900
2738,2 Bedroom Independent House for rent in Pragathi Nagar,12000,900
2739,"2 BHK Independent Builder Floor for rent in Vijayapuri Colony, Uppal, Hyderabad",7000,1100
2740,"3 BHK Residential Apartment for rent in Gouthami enclave, kondapur",25000,2100
2741,2 BHK Residential Apartment for rent in After Gachibowli flyover take left towards lingampally,21000,1101
2742,2 BHK Residential Apartment for rent in Sri Ram Nagar Kondapur,15000,1800
2743,3 BHK Independent Builder Floor for rent in Journalists Colony Phase 3,23000,1510
2744,2 Bedroom Independent House for rent in jyothinagar mehdiatnam ring road,13600,1000
2745,3 BHK Residential Apartment for rent in Banjara Hills,20500,6000
2746,2 Bedroom Independent House for rent in Patelguda,9500,1500
2747,2 BHK Independent Builder Floor for rent in Gopal Reddy Nagar,17000,900
2748,2 BHK Independent Builder Floor for rent in Madinaguda,13000,900
2749,2 Bedroom Independent House for rent in rock town colony,10000,1200
2750,3 BHK Residential Apartment for rent in friends colony,18500,1500
2751,3 BHK Residential Apartment for rent in Financial District,26000,1198
2752,"2 BHK Residential Apartment for rent in Street No.8, Habsiguda",10000,1000
2753,2 BHK Residential Apartment for rent in Narsingi,30000,1100
2754,2 Bedroom Independent House for rent in MOTHINAGAR,12500,330
2755,2 Bedroom Independent House for rent in MOTHINAGAR,12500,330
2756,3 BHK Residential Apartment for rent in Financial District,28000,1198
2757,2 Bedroom Independent House for rent in Toli Chowki,10500,1350
2758,3 BHK Residential Apartment for rent in Mytrivanam,17000,1450
2759,3 BHK Independent Builder Floor for rent in West Marredpally,25000,1800
2760,1 BHK Independent Builder Floor for rent in Borabanda,9000,600
2761,2 BHK Residential Apartment for rent in Beeramguda,10000,1030
2762,2 BHK Independent Builder Floor for rent in Maruthi Nagar,13000,7200
2763,2 BHK Residential Apartment for rent in Central Secretariat,15000,2000
2764,3 BHK Residential Apartment for rent in Financial District,26000,1198
2765,3 BHK Residential Apartment for rent in Whitefield,28000,1550
2766,3 BHK Residential Apartment for rent in Madhavapuri hills,18000,1600
2767,2 BHK Independent Builder Floor for rent in Kondapur,20000,1000
2768,2 BHK Independent Builder Floor for rent in Beeramguda,10000,1000
2769,2 BHK Residential Apartment for rent in JV Colony,22000,1386
2770,"2 Bedroom Independent House for rent in Bhel employees cyber colony, Usman Nagar",11000,1620
2771,"3 BHK Residential Apartment for rent in Masjid Banda, Kondapur",23000,1720
2772,2 Bedroom Independent House for rent in Beeramguda,10000,1503
2773,"2 BHK Residential Apartment for rent in Vinayak Nagar, Hafeezpet",15500,1200
2774,3 BHK Residential Apartment for rent in Pocharam,14000,1360
2775,2 BHK Residential Apartment for rent in Miyapur,12000,800
2776,3 BHK Residential Apartment for rent in Sri Ramnagar,30000,1300
2777,2 BHK Residential Apartment for rent in Madhapur,19000,1100
2778,2 Bedroom Independent House for rent in Uppal,8200,1980
2779,2 BHK Residential Apartment for rent in Manikonda,16500,1000
2780,3 BHK Residential Apartment for rent in Santosh Nagar,18000,1300
2781,3 BHK Residential Apartment for rent in Santosh Nagar,18000,1300
2782,1 BHK Independent Builder Floor for rent in Erragadda,9000,600
2783,2 BHK Residential Apartment for rent in HMT Hills,16500,1220
2784,2 Bedroom Independent House for rent in Kismathpur,15000,1370
2785,2 BHK Residential Apartment for rent in Moti Nagar,20000,1180
2786,2 Bedroom Independent House for rent in Paparayadu Nagar,12000,800
2787,1 BHK Residential Apartment for rent in Malkajgiri,14000,800
2788,2 Bedroom Independent House for rent in Rampally,8000,1350
2789,2 BHK Residential Apartment for rent in Financial District,36000,1275
2790,2 BHK Residential Apartment for rent in Moti Nagar,20000,1180
2791,2 Bedroom Independent House for rent in Beeramguda,11000,1800
2792,1 BHK Independent Builder Floor for rent in Vanasthalipuram,7000,1000
2793,2 Bedroom Independent House for rent in West Marredpally,16000,950
2794,1 BHK Serviced Apartment for rent in Puppalaguda,7500,300
2795,3 BHK Residential Apartment for rent in Madinaguda,16000,1320
2796,2 BHK Residential Apartment for rent in Begumpet,28000,1400
2797,2 BHK Residential Apartment for rent in Kondapur,20000,1100
2798,1 Bedroom Independent House for rent in KPHB,8000,570
2799,3 BHK Residential Apartment for rent in MASJID HADIA AMREEN,14000,1100
2800,3 BHK Residential Apartment for rent in Kondapur,25000,1860
2801,2 BHK Residential Apartment for rent in Nizampet,12500,1000
2802,2 Bedroom Independent House for rent in Neredmet,8500,2100
2803,3 Bedroom Independent House for rent in Ravi Colony,17000,4000
2804,2 BHK Independent Builder Floor for rent in Nacharam,22000,1250
2805,4 Bedroom Independent House for rent in Mehdipatnam,28000,1485
2806,3 BHK Residential Apartment for rent in hydersha kote,13500,1200
2807,3 BHK Residential Apartment for rent in hydersha kote,13500,1200
2808,2 Bedroom Independent House for rent in Jahanuma,15000,1142
2809,3 BHK Residential Apartment for rent in Pocharam,18000,1360
2810,2 Bedroom Independent House for rent in Kavadiguda,13000,1000
2811,2 BHK Residential Apartment for rent in Mallapur,8500,1000
2812,2 BHK Residential Apartment for rent in Aminpur,11500,1000
2813,2 BHK Independent Builder Floor for rent in Vivekananda Colony,15010,1800
2814,"3 BHK Residential Apartment for rent in kakatiya hills, Madhapur",33000,2100
2815,2 Bedroom Independent House for rent in Nacharam Mandal,11500,900
2816,2 BHK Residential Apartment for rent in Matrusri Nagar,19000,1080
2817,2 Bedroom Independent House for rent in Suraram,8000,800
2818,2 BHK Independent Builder Floor for rent in Sri Krishna Nagar,15000,800
2819,3 BHK Residential Apartment for rent in Puppalaguda,32000,1880
2820,1 BHK Independent Builder Floor for rent in Tilak Nagar,6000,40
2821,3 BHK Residential Apartment for rent in Madhapur,24000,1350
2822,1 Bedroom Independent House for rent in Kukatpally,6500,720
2823,3 BHK Residential Apartment for rent in Krishnaja Hills,20000,1675
2824,1 BHK Residential Apartment for rent in Marthanda Nagar,10000,500
2825,2 BHK Independent Builder Floor for rent in Beeramguda,10000,800
2826,2 BHK Residential Apartment for rent in Manikonda,29000,1260
2827,2 BHK Residential Apartment for rent in Puppalaguda,30000,1314
2828,"2 Bedroom Independent House for rent in srinivasa puram, hastinapuram",12000,1700
2829,2 Bedroom Independent House for rent in Patancheru,9000,1200
2830,2 Bedroom Independent House for rent in Safilguda,22000,1000
2831,2 BHK Residential Apartment for rent in Kalimandir,12500,1000
2832,2 BHK Residential Apartment for rent in Masab Tank,13000,1100
2833,2 BHK Residential Apartment for rent in Masab Tank,13000,1100
2834,2 BHK Residential Apartment for rent in Madhapur,25000,1250
2835,1 Bedroom Independent House for rent in Tatianaram,5500,800
2836,2 BHK Residential Apartment for rent in Lanco Hills,13500,1250
2837,2 BHK Residential Apartment for rent in Venkateshwara Nagar,20000,1250
2838,2 Bedroom Independent House for rent in Kistamma Enclave,10000,1250
2839,2 BHK Residential Apartment for rent in padmarronagaa,15000,9243
2840,2 BHK Residential Apartment for rent in Madhapur,24000,1100
2841,4 Bedroom Independent House for rent in Appa Junction,35000,2300
2842,2 BHK Residential Apartment for rent in Miyapur,17500,1150
2843,1 BHK Residential Apartment for rent in Bandlaguda,12000,510
2844,1 Bedroom Independent House for rent in Malkajgiri,6500,600
2845,1 Bedroom Independent House for rent in TurkaYamjal,5000,300
2846,2 BHK Residential Apartment for rent in kukatpally,15500,1200
2847,1 BHK Independent Builder Floor for rent in H.S. Darga,8300,700
2848,2 BHK Residential Apartment for rent in Kompally,14000,930
2849,2 BHK Residential Apartment for rent in Allwyn colony Phase1,10500,1200
2850,2 BHK Residential Apartment for rent in KPHB,18000,1010
2851,2 BHK Residential Apartment for rent in Bhola Nagar,25000,1074
2852,1 BHK Residential Apartment for rent in KPHB,7500,500
2853,3 BHK Residential Apartment for rent in Financial District,52000,2800
2854,3 Bedroom Independent House for rent in Bandlaguda,16000,1800
2855,1 BHK Independent Builder Floor for rent in Attapur,7000,750
2856,3 BHK Residential Apartment for rent in Whitefield,25000,1750
2857,2 BHK Residential Apartment for rent in Himayat Nagar,15000,1100
2858,2 Bedroom Independent House for rent in Prakasham Panthulu Nagar,8500,1100
2859,2 Bedroom Independent House for rent in Prakasham Panthulu Nagar,8500,1100
2860,3 BHK Residential Apartment for rent in Whitefield,25000,1750
2861,2 BHK Residential Apartment for rent in Himayat Nagar,15000,1100
2862,2 Bedroom Independent House for rent in Prakasham Panthulu Nagar,8500,1100
2863,2 BHK Independent Builder Floor for rent in Puppalaguda,17000,1200
2864,2 Bedroom Independent House for rent in Kompally,9000,950
2865,2 BHK Independent Builder Floor for rent in Bandam Kommu,9000,600
2866,2 BHK Residential Apartment for rent in Rajendra Nagar,18000,976
2867,1 BHK Residential Apartment for rent in Marthanda Nagar,5000,280
2868,1 BHK Independent Builder Floor for rent in Banjara hills,13000,450
2869,3 BHK Residential Apartment for rent in Gandhi Nagar,22000,1400
2870,2 BHK Residential Apartment for rent in banjara nagar,15000,1200
2871,2 BHK Residential Apartment for rent in Amberpet,8500,745
2872,2 BHK Residential Apartment for rent in Gachibowli,35000,1314
2873,1 BHK Independent Builder Floor for rent in HMT Hills,8800,650
2874,3 BHK Residential Apartment for rent in Bhagya Nagar Colony,12000,905
2875,2 BHK Residential Apartment for rent in Pragathi Nagar,11500,1100
2876,"3 BHK Residential Apartment for rent in prince colony, Bahadurpura",17000,1175
2877,2 BHK Residential Apartment for rent in Masab Tank,20000,1200
2878,1 BHK Residential Apartment for rent in 3rd Phase KPHB,10000,25
2879,3 BHK Residential Apartment for rent in Kokapet,31000,1680
2880,2 BHK Residential Apartment for rent in Sri Durga Colony,18000,1250
2881,2 BHK Residential Apartment for rent in LB Nagar,12500,1000
2882,4 Bedroom Independent House for rent in West End Colony,25000,1800
2883,2 BHK Residential Apartment for rent in A.S. Raju Nagar,16500,1000
2884,3 BHK Residential Apartment for rent in Kondapur,25000,1463
2885,3 BHK Residential Apartment for rent in Kondapur,25000,1463
2886,1 BHK Independent Builder Floor for rent in Miyapur,9000,500
2887,3 BHK Residential Apartment for rent in Manikonda,16000,1400
2888,3 BHK Residential Apartment for rent in Manikonda,20000,1600
2889,2 BHK Residential Apartment for rent in Gachibowli,35000,1034
2890,2 BHK Residential Apartment for rent in Gachibowli,30000,1034
2891,2 BHK Residential Apartment for rent in Himayat Nagar,18500,1065
2892,3 BHK Residential Apartment for rent in Durga Vihar Colony,17000,1500
2893,1 BHK Independent Builder Floor for rent in 7th Phase KPHB,7500,500
2894,1 Bedroom Independent House for rent in Hi-Tech City,12000,200
2895,3 BHK Independent Builder Floor for rent in Hafeezpet,20000,1800
2896,2 Bedroom Independent House for rent in HMT Swarnapuri Colony,12000,1350
2897,4 Bedroom Independent House for rent in bandlaguda jagir,25000,1400
2898,2 BHK Residential Apartment for rent in Kompally,18000,1100
2899,2 BHK Residential Apartment for rent in Dr A.S Rao Nagar,12000,1150
2900,3 BHK Residential Apartment for rent in Whitefield,30000,1445
2901,2 Bedroom Independent House for rent in Serlingampally,11000,2000
2902,3 Bedroom Independent House for rent in Mokila,20000,1850
2903,2 BHK Residential Apartment for rent in Shirdi Sai Nagar,12500,1000
2904,1 BHK Independent Builder Floor for rent in Hydershakote,6600,780
2905,2 BHK Residential Apartment for rent in KTR Colony,12000,1050
2906,2 BHK Residential Apartment for rent in Gachibowli,16000,1225
2907,2 BHK Residential Apartment for rent in Banjara hills,20000,1100
2908,1 Bedroom Independent House for rent in 9th Phase KPHB,5000,400
2909,2 BHK Independent Builder Floor for rent in Rn Reddy Nagar,10000,990
2910,2 Bedroom Independent House for rent in Beeramguda,10000,1350
2911,2 Bedroom Independent House for rent in Beeramguda,10000,1350
2912,2 Bedroom Independent House for rent in Warasiguda,10000,1000
2913,2 BHK Residential Apartment for rent in Miyapur,10000,800
2914,2 BHK Residential Apartment for rent in Kondapur,15500,700
2915,2 Bedroom Independent House for rent in khanapur,10000,1200
2916,2 BHK Residential Apartment for rent in 9th Phase KPHB,18000,2300
2917,3 Bedroom Independent House for rent in Eshwaripuri Colony,20000,2000
2918,2 Bedroom Independent House for rent in Rampally,5300,1260
2919,2 Bedroom Independent House for rent in Malkajgiri,9500,1800
2920,2 Bedroom Independent House for rent in Mallampet,9500,800
2921,4 Bedroom Independent House for rent in Bandlaguda,45000,3195
2922,2 BHK Independent Builder Floor for rent in TurkaYamjal,9000,9000
2923,2 BHK Residential Apartment for rent in Madhapur,20000,1100
2924,2 BHK Residential Apartment for rent in Madhapur,9000,1200
2925,2 BHK Residential Apartment for rent in Mallampet,12000,1195
2926,2 BHK Residential Apartment for rent in V V Nagar,10000,1500
2927,2 Bedroom Independent House for rent in Medipally,9000,1080
2928,1 Bedroom Independent House for rent in Shivam Road,10000,650
